lon,lat
6.1592356318800858,-1.0982519250927671
2.4551509582292499,0.37742259046716758
1.3037034562909717,-0.027000661037693281
3.7593444745732505,-1.0148693067481644
5.1952193581865158,-0.55445200398323347
3.1383432030807814,-0.17186945037341367
2.9220163248881206,-0.82253557412829204
1.8739982947484146,-0.93536072646148438
3.0676982593646378,-0.74702765272794192
4.1553860832956353,-0.011770608450373657
4.5481366595339008,-1.0513840278287478
2.185786920642121,0.46425070960525966
6.1960942998753987,-0.37763165133399479
4.1700925061672045,0.16246100007620201
5.7339265228084235,0.07372867877941415
1.6747390137347768,-0.43664407341495065
2.5829440248752502,1.254595086257374
0.46751680309924026,-0.43392136865847047
3.318688368626507,-0.10847303313857258
2.9179784334191909,-0.056428403888879652
2.1438773999365299,-0.32496101073381017
5.1974941971481554,-0.056685936926095783
4.049670723885912,0.96144298940466011
2.0291405094046375,1.0455559237685088
5.9190405149911447,-0.21833016111211842
1.6706703739966002,0.4729627685272017
5.324083223312404,-0.69849730867386584
3.1050293137091756,-0.58473379415825588
4.2047229853446417,-0.46805334318169178
1.0064694860566776,-0.83977282873511061
5.4678700890170209,-0.4143471351381966
5.5167199444654162,0.26672041939762398
1.8474248606635664,0.14061344572921883
2.2799620036642398,0.20620911666719868
5.18031471381211,-1.0710244998008378
2.6010998079475884,0.46265657805973726
4.9902664792029823,-0.62837516786919678
5.2096384195458061,-0.42336421206430286
5.4475548428482421,-0.32076721613389025
2.3431543335770089,-0.00081714004698970027
5.6530701069004952,-1.032175260633142
3.2617861184275267,0.63162792802514978
3.9506524186898027,-0.63411323635461847
0.18017889921854557,-0.24114672023064607
5.4470349303808954,0.96726031084997055
1.9806939047113508,-0.93842122181855381
1.4389413575606345,0.87114830697391132
5.8898665095245919,-0.88153991361104156
2.3973554282941389,0.74642212519375262
5.392299724616838,-0.41340920265255615
2.7928523101985987,0.7314819541300478
3.555704626408819,1.0440271804861743
4.9718420526249245,0.037096905078264159
2.744530759513645,0.30633328817480254
2.8982750452098793,-0.25134568451725586
3.3537231474071945,0.20583809187994065
3.511364363953259,0.8993520426827678
5.2720991881265906,-0.43972478100570872
1.7764958340901087,-1.1619231438333644
5.1688134244333694,-0.1789377290029717
4.1415371389286406,-0.81392413992140844
5.6650055717201235,-0.18658587663140652
2.0545586524474384,0.49001698393201609
4.1134605191713884,0.7085043359982186
2.2419916050342472,-0.70748845736007093
2.4556415345275613,1.3517100909492805
5.289726809649868,-0.4708602849809464
4.9422083991306085,-0.70518790308521129
5.3551868412168577,-0.47070061150089942
2.0863124862186098,0.42198707132586805
3.3239622841523015,0.6393341677474087
4.2428296732517801,-0.41711365825721536
5.3340593524146289,0.34000688102604903
3.8343592747456015,-0.18509814348527501
6.0232012285187437,-0.8712148568155248
4.8709684942639582,-1.1210659169459736
5.0796667154428752,-0.98460168699888972
4.5340660025659192,0.32726663944887757
5.0764948538216483,-0.45935251896502399
3.6362424159186411,-0.40362175967582264
0.37258714509522139,-0.60017157932166121
1.7051776900363169,0.34385164068513946
5.1914202229284889,0.63146413512577138
6.0816055762359671,-0.9438410566738844
5.0236548208907257,-0.36517135388196947
5.1190556119499853,-0.21117504152327105
4.4926357209473284,-0.21368382104056946
4.414992999908792,-0.72613930819830586
5.7037000897589865,-0.48884724190489071
1.1306567566732983,0.87686891611334372
1.9858488666539129,0.80328882441614313
1.9759153584363496,-0.63221222313435743
5.3695621838967309,-0.47945259349898572
2.6781445986779913,-0.041969772381196202
1.8953881289587109,0.34016743312703984
5.1446412497573988,0.55304728591349595
1.6357217661773245,-0.55899836254262381
5.4966171734186178,-0.3717091252063085
2.1525403100919709,0.58681829752196968
4.5707043613401268,-0.29864326564309129
2.324944493104701,0.19009363958414163
3.9193663202275175,-0.91342816727116971
3.5119622123998813,-0.13411010291050018
1.708599803044196,-1.2417379694376391
1.2308738032843189,0.23391793246205841
2.5985232082523342,0.34113638554408326
